State_Name,District_Name,Season,Crop,PPA
Assam,BAKSA,Whole Year ,Turmeric,5393.036604
Assam,BAKSA,Winter     ,Rice,1.944623854
Assam,BARPETA,Autumn     ,Rice,0.660139227
Assam,BARPETA,Kharif     ,Tobacco,41.11111111
Assam,BARPETA,Rabi       ,other misc. pulses,16.85917387
Assam,BARPETA,Summer     ,Rice,3.183993598
Assam,BARPETA,Whole Year ,Turmeric,5447.213965
Assam,BARPETA,Winter     ,Rice,1.578587346
Assam,BONGAIGAON,Autumn     ,Rice,1.341029279
Assam,BONGAIGAON,Kharif     ,Tobacco,41.10697674
Assam,BONGAIGAON,Rabi       ,other misc. pulses,18.71889937
Assam,BONGAIGAON,Summer     ,Rice,3.087596624
Assam,BONGAIGAON,Whole Year ,Turmeric,5057.292691
Assam,BONGAIGAON,Winter     ,Rice,1.73017131
Assam,CACHAR,Autumn     ,Rice,1.841798996
Assam,CACHAR,Kharif     ,Tobacco,41.28125
Assam,CACHAR,Rabi       ,other misc. pulses,18.53983251
Assam,CACHAR,Summer     ,Rice,1.836728973
Assam,CACHAR,Whole Year ,Turmeric,2471.53101
Assam,CACHAR,Winter     ,Rice,2.088032
Assam,CHIRANG,Autumn     ,Rice,1.198193435
Assam,CHIRANG,Kharif     ,Tobacco,12.28823043
Assam,CHIRANG,Rabi       ,Wheat,18.84243623
Assam,CHIRANG,Summer     ,Rice,2.363010217
Assam,CHIRANG,Whole Year ,Turmeric,5394.031724
Assam,CHIRANG,Winter     ,Rice,1.469013161
Assam,DARRANG,Autumn     ,Rice,1.412302605
Assam,DARRANG,Kharif     ,Tapioca,41.73120494
Assam,DARRANG,Rabi       ,other misc. pulses,15.61289063
Assam,DARRANG,Summer     ,Rice,3.428333256
Assam,DARRANG,Whole Year ,Turmeric,4602.251436
Assam,DARRANG,Winter     ,Rice,2.058159182
Assam,DHEMAJI,Autumn     ,Rice,1.241574642
Assam,DHEMAJI,Kharif     ,Tobacco,41.11111111
Assam,DHEMAJI,Rabi       ,other misc. pulses,15.25127421
Assam,DHEMAJI,Summer     ,Rice,1.763318595
Assam,DHEMAJI,Whole Year ,Turmeric,3685.144811
Assam,DHEMAJI,Winter     ,Rice,1.542851543
Assam,DHUBRI,Autumn     ,Rice,0.847927743
Assam,DHUBRI,Kharif     ,Tapioca,41.11167513
Assam,DHUBRI,Rabi       ,other misc. pulses,14.93478054
Assam,DHUBRI,Summer     ,Rice,3.505139933
Assam,DHUBRI,Whole Year ,Turmeric,5909.841428
Assam,DHUBRI,Winter     ,Rice,1.547117113
Assam,DIBRUGARH,Autumn     ,Rice,1.41965926
Assam,DIBRUGARH,Kharif     ,Tapioca,41.11068702
Assam,DIBRUGARH,Rabi       ,other misc. pulses,14.44657559
Assam,DIBRUGARH,Summer     ,Rice,2.888532266
Assam,DIBRUGARH,Whole Year ,Turmeric,2478.347722
Assam,DIBRUGARH,Winter     ,Rice,1.757735789
Assam,DIMA HASAO,Autumn     ,Rice,1.660385387
Assam,DIMA HASAO,Kharif     ,Tobacco,33.5851735
Assam,DIMA HASAO,Rabi       ,other misc. pulses,17.74515179
Assam,DIMA HASAO,Summer     ,Rice,2.964285714
Assam,DIMA HASAO,Whole Year ,Turmeric,4105.290292
Assam,DIMA HASAO,Winter     ,Rice,2.641779499
Assam,GOALPARA,Autumn     ,Rice,1.158703751
Assam,GOALPARA,Kharif     ,Tobacco,35.21917808
Assam,GOALPARA,Rabi       ,other misc. pulses,15.27549662
Assam,GOALPARA,Summer     ,Rice,3.188330208
Assam,GOALPARA,Whole Year ,Turmeric,6882.677129
Assam,GOALPARA,Winter     ,Rice,1.967033218
Assam,GOLAGHAT,Autumn     ,Rice,1.844903459
Assam,GOLAGHAT,Kharif     ,Tobacco,43.70386608
Assam,GOLAGHAT,Rabi       ,other misc. pulses,14.46539269
Assam,GOLAGHAT,Summer     ,Rice,2.385994408
Assam,GOLAGHAT,Whole Year ,Turmeric,11882.01008
Assam,GOLAGHAT,Winter     ,Rice,2.273963821
Assam,HAILAKANDI,Autumn     ,Rice,1.988850833
Assam,HAILAKANDI,Kharif     ,Tobacco,34.8
Assam,HAILAKANDI,Rabi       ,other misc. pulses,14.29563391
Assam,HAILAKANDI,Summer     ,Rice,2.016738451
Assam,HAILAKANDI,Whole Year ,Turmeric,2619.364051
Assam,HAILAKANDI,Winter     ,Rice,2.522589131
Assam,JORHAT,Autumn     ,Rice,0.968120009
Assam,JORHAT,Kharif     ,Tobacco,44.11166667
Assam,JORHAT,Rabi       ,other misc. pulses,16.36443761
Assam,JORHAT,Summer     ,Rice,1.484166231
Assam,JORHAT,Whole Year ,Turmeric,5601.338841
Assam,JORHAT,Winter     ,Rice,2.053262958
Assam,KAMRUP,Autumn     ,Rice,1.189990785
Assam,KAMRUP,Kharif     ,Tobacco,74.99013158
Assam,KAMRUP,Rabi       ,other misc. pulses,18.5210479
Assam,KAMRUP,Summer     ,Rice,2.827375612
Assam,KAMRUP,Whole Year ,Turmeric,7879.893876
Assam,KAMRUP,Winter     ,Rice,2.006537304
Assam,KAMRUP METRO,Autumn     ,Rice,1.242094183
Assam,KAMRUP METRO,Kharif     ,Tobacco,16.3650958
Assam,KAMRUP METRO,Rabi       ,Wheat,19.51603844
Assam,KAMRUP METRO,Summer     ,Rice,2.949648461
Assam,KAMRUP METRO,Whole Year ,Turmeric,5350.357334
Assam,KAMRUP METRO,Winter     ,Rice,2.121449199
Assam,KARBI ANGLONG,Autumn     ,Rice,1.392375565
Assam,KARBI ANGLONG,Kharif     ,Tobacco,42.94465558
Assam,KARBI ANGLONG,Rabi       ,Wheat,16.01508114
Assam,KARBI ANGLONG,Summer     ,Rice,1.759007453
Assam,KARBI ANGLONG,Whole Year ,Turmeric,4160.178531
Assam,KARBI ANGLONG,Winter     ,Rice,1.602623921
Assam,KARIMGANJ,Autumn     ,Rice,1.65551604
Assam,KARIMGANJ,Kharif     ,Tobacco,36.76290414
Assam,KARIMGANJ,Rabi       ,other misc. pulses,14.62747899
Assam,KARIMGANJ,Summer     ,Rice,1.828629434
Assam,KARIMGANJ,Whole Year ,Turmeric,3824.309687
Assam,KARIMGANJ,Winter     ,Rice,2.155423892
Assam,KOKRAJHAR,Autumn     ,Rice,1.405249981
Assam,KOKRAJHAR,Kharif     ,Tobacco,41.11428571
Assam,KOKRAJHAR,Rabi       ,other misc. pulses,15.2040135
Assam,KOKRAJHAR,Summer     ,Rice,2.737975318
Assam,KOKRAJHAR,Whole Year ,Turmeric,5067.504399
Assam,KOKRAJHAR,Winter     ,Rice,1.716458575
Assam,LAKHIMPUR,Autumn     ,Rice,1.266071108
Assam,LAKHIMPUR,Kharif     ,Tobacco,38.67844523
Assam,LAKHIMPUR,Rabi       ,other misc. pulses,15.09278085
Assam,LAKHIMPUR,Summer     ,Rice,1.675157902
Assam,LAKHIMPUR,Whole Year ,Turmeric,6949.795957
Assam,LAKHIMPUR,Winter     ,Rice,2.050447415
Assam,MARIGAON,Autumn     ,Rice,1.545013125
Assam,MARIGAON,Kharif     ,Tobacco,45.68059701
Assam,MARIGAON,Rabi       ,other misc. pulses,16.24485646
Assam,MARIGAON,Summer     ,Rice,3.071663479
Assam,MARIGAON,Whole Year ,Turmeric,4758.913956
Assam,MARIGAON,Winter     ,Rice,1.965559522
Assam,NAGAON,Autumn     ,Rice,1.5492251
Assam,NAGAON,Kharif     ,Tobacco,39.6177437
Assam,NAGAON,Rabi       ,other misc. pulses,15.66567792
Assam,NAGAON,Summer     ,Rice,2.612660384
Assam,NAGAON,Whole Year ,Turmeric,7700.326122
Assam,NAGAON,Winter     ,Rice,1.837963255
Assam,NALBARI,Autumn     ,Rice,1.246305054
Assam,NALBARI,Kharif     ,Tobacco,43.32
Assam,NALBARI,Rabi       ,other misc. pulses,14.57218824
Assam,NALBARI,Summer     ,Rice,2.816356506
Assam,NALBARI,Whole Year ,Turmeric,4552.658493
Assam,NALBARI,Winter     ,Rice,1.981820251
Assam,SIVASAGAR,Autumn     ,Rice,1.280293059
Assam,SIVASAGAR,Kharif     ,Tapioca,41.11403509
Assam,SIVASAGAR,Rabi       ,other misc. pulses,14.21565879
Assam,SIVASAGAR,Summer     ,Rice,2.888645284
Assam,SIVASAGAR,Whole Year ,Turmeric,6068.642739
Assam,SIVASAGAR,Winter     ,Rice,2.227805061
Assam,SONITPUR,Autumn     ,Rice,1.58882911
Assam,SONITPUR,Kharif     ,Tobacco,38.33129667
Assam,SONITPUR,Rabi       ,other misc. pulses,17.34946216
Assam,SONITPUR,Summer     ,Rice,3.260951837
Assam,SONITPUR,Whole Year ,Turmeric,7203.05167
Assam,SONITPUR,Winter     ,Rice,1.896017621
Assam,TINSUKIA,Autumn     ,Rice,1.508589025
Assam,TINSUKIA,Kharif     ,Tobacco,41.10950413
Assam,TINSUKIA,Rabi       ,other misc. pulses,14.22151911
Assam,TINSUKIA,Summer     ,Rice,2.885326673
Assam,TINSUKIA,Whole Year ,Turmeric,3540.643192
Assam,TINSUKIA,Winter     ,Rice,1.717050403
Assam,UDALGURI,Autumn     ,Rice,1.01981927
Assam,UDALGURI,Kharif     ,Tobacco,18.52001916
Assam,UDALGURI,Rabi       ,Wheat,17.3855395
Assam,UDALGURI,Summer     ,Rice,2.554396946
Assam,UDALGURI,Whole Year ,Turmeric,3724.867723
Assam,UDALGURI,Winter     ,Rice,1.695897008
Bihar,ARARIA,Autumn     ,Rice,3.806396182
Bihar,ARARIA,Kharif     ,Urad,13.57
Bihar,ARARIA,Rabi       ,Wheat,14.70913462
Bihar,ARARIA,Summer     ,Rice,3.257714484
Bihar,ARARIA,Whole Year ,Turmeric,40.53656194
Bihar,ARARIA,Winter     ,Rice,1.326538658
Bihar,ARWAL,Autumn     ,Rice,2.059003953
Bihar,ARWAL,Kharif     ,Urad,14
Bihar,ARWAL,Rabi       ,Wheat,6.059259259
Bihar,ARWAL,Summer     ,Rice,3.713747692
Bihar,ARWAL,Whole Year ,Turmeric,49.08908477
Bihar,ARWAL,Winter     ,Rice,2.209260292
Bihar,AURANGABAD,Autumn     ,Rice,2.032930683
Bihar,AURANGABAD,Kharif     ,Urad,8.75
Bihar,AURANGABAD,Rabi       ,Wheat,14.66666667
Bihar,AURANGABAD,Summer     ,Rice,3.178571047
Bihar,AURANGABAD,Whole Year ,Turmeric,46.55000617
Bihar,AURANGABAD,Winter     ,Rice,2.252280359
Bihar,BANKA,Autumn     ,Rice,2.267400207
Bihar,BANKA,Kharif     ,Urad,7.957356595
Bihar,BANKA,Rabi       ,Wheat,5.330101679
Bihar,BANKA,Summer     ,Rice,3.426879706
Bihar,BANKA,Whole Year ,Turmeric,51.14634647
Bihar,BANKA,Winter     ,Rice,2.22955073
Bihar,BEGUSARAI,Autumn     ,Rice,1.454603025
Bihar,BEGUSARAI,Kharif     ,Urad,12.73056671
Bihar,BEGUSARAI,Rabi       ,Wheat,3.129388876
Bihar,BEGUSARAI,Summer     ,Rice,2.994820137
Bihar,BEGUSARAI,Whole Year ,Turmeric,46.04142709
Bihar,BEGUSARAI,Winter     ,Rice,0.982228021
Bihar,BHAGALPUR,Autumn     ,Rice,2.711099628
Bihar,BHAGALPUR,Kharif     ,Urad,13.55555556
Bihar,BHAGALPUR,Rabi       ,Wheat,15
Bihar,BHAGALPUR,Summer     ,Rice,3.359588057
Bihar,BHAGALPUR,Whole Year ,Turmeric,50.15144967
Bihar,BHAGALPUR,Winter     ,Rice,1.596772613
Bihar,BHOJPUR,Autumn     ,Rice,1.684383616
Bihar,BHOJPUR,Kharif     ,Urad,14.54545455
Bihar,BHOJPUR,Rabi       ,Wheat,15
Bihar,BHOJPUR,Summer     ,Rice,3.241154398
Bihar,BHOJPUR,Whole Year ,Turmeric,40.44682068
Bihar,BHOJPUR,Winter     ,Rice,2.317701355
Bihar,BUXAR,Autumn     ,Rice,1.688551636
Bihar,BUXAR,Kharif     ,Urad,12.84004474
Bihar,BUXAR,Rabi       ,Wheat,6.070331447
Bihar,BUXAR,Summer     ,Rice,3.27172471
Bihar,BUXAR,Whole Year ,Sweet potato,67.1323347
Bihar,BUXAR,Winter     ,Rice,2.397868726
Bihar,DARBHANGA,Autumn     ,Rice,2.106208746
Bihar,DARBHANGA,Kharif     ,Urad,7.8
Bihar,DARBHANGA,Rabi       ,Wheat,4.875
Bihar,DARBHANGA,Summer     ,Rice,2.914453982
Bihar,DARBHANGA,Whole Year ,Turmeric,34.30722245
Bihar,DARBHANGA,Winter     ,Rice,1.132544574
Bihar,GAYA,Autumn     ,Rice,1.902859695
Bihar,GAYA,Kharif     ,Urad,14
Bihar,GAYA,Rabi       ,Wheat,6.060211946
Bihar,GAYA,Summer     ,Rice,3.307111256
Bihar,GAYA,Whole Year ,Turmeric,43.38968335
Bihar,GAYA,Winter     ,Rice,1.750554029
Bihar,GOPALGANJ,Autumn     ,Rice,1.670138953
Bihar,GOPALGANJ,Kharif     ,Urad,7.958333333
Bihar,GOPALGANJ,Rabi       ,Wheat,4.970154892
Bihar,GOPALGANJ,Summer     ,Rice,2.740797563
Bihar,GOPALGANJ,Whole Year ,Turmeric,43.32049933
Bihar,GOPALGANJ,Winter     ,Rice,1.419811624
Bihar,JAMUI,Autumn     ,Rice,1.907403448
Bihar,JAMUI,Kharif     ,Urad,7.5
Bihar,JAMUI,Rabi       ,Wheat,3.845083824
Bihar,JAMUI,Summer     ,Rice,2.858960246
Bihar,JAMUI,Whole Year ,Tobacco,44.5953234
Bihar,JAMUI,Winter     ,Rice,1.309221687
Bihar,JEHANABAD,Autumn     ,Rice,2.756304736
Bihar,JEHANABAD,Kharif     ,Urad,10.25
Bihar,JEHANABAD,Rabi       ,Wheat,14.5
Bihar,JEHANABAD,Summer     ,Rice,3.338285194
Bihar,JEHANABAD,Whole Year ,Turmeric,47.61934451
Bihar,JEHANABAD,Winter     ,Rice,1.981154698
Bihar,KAIMUR (BHABUA),Autumn     ,Rice,1.423109935
Bihar,KAIMUR (BHABUA),Kharif     ,Urad,7.748091603
Bihar,KAIMUR (BHABUA),Rabi       ,Wheat,6.070208729
Bihar,KAIMUR (BHABUA),Summer     ,Rice,3.280557652
Bihar,KAIMUR (BHABUA),Whole Year ,Turmeric,37.05993728
Bihar,KAIMUR (BHABUA),Winter     ,Rice,2.443298391
Bihar,KATIHAR,Autumn     ,Rice,3.498979828
Bihar,KATIHAR,Kharif     ,Urad,13.55555556
Bihar,KATIHAR,Rabi       ,Wheat,14.6875
Bihar,KATIHAR,Summer     ,Rice,3.455323782
Bihar,KATIHAR,Whole Year ,Turmeric,43.82148144
Bihar,KATIHAR,Winter     ,Rice,1.491627181
Bihar,KHAGARIA,Autumn     ,Rice,1.506841666
Bihar,KHAGARIA,Kharif     ,Urad,13.66666667
Bihar,KHAGARIA,Rabi       ,Wheat,14.73333333
Bihar,KHAGARIA,Summer     ,Rice,2.929487051
Bihar,KHAGARIA,Whole Year ,Turmeric,49.66919275
Bihar,KHAGARIA,Winter     ,Rice,0.88691157
Bihar,KISHANGANJ,Autumn     ,Rice,3.040413142
Bihar,KISHANGANJ,Kharif     ,Urad,13.56944444
Bihar,KISHANGANJ,Rabi       ,Wheat,14.69230769
Bihar,KISHANGANJ,Summer     ,Rice,3.24877103
Bihar,KISHANGANJ,Whole Year ,Turmeric,45.22916811
Bihar,KISHANGANJ,Winter     ,Rice,1.261974889
Bihar,LAKHISARAI,Autumn     ,Rice,1.680389619
Bihar,LAKHISARAI,Kharif     ,Urad,9.846153846
Bihar,LAKHISARAI,Rabi       ,Wheat,3.640124213
Bihar,LAKHISARAI,Summer     ,Moong(Green Gram),2.769691741
Bihar,LAKHISARAI,Whole Year ,Sweet potato,84.21666667
Bihar,LAKHISARAI,Winter     ,Rice,1.783808527
Bihar,MADHEPURA,Autumn     ,Rice,3.37385303
Bihar,MADHEPURA,Kharif     ,Urad,13.66666667
Bihar,MADHEPURA,Rabi       ,Wheat,5.329873126
Bihar,MADHEPURA,Summer     ,Rice,4.07996104
Bihar,MADHEPURA,Whole Year ,Turmeric,46.35415589
Bihar,MADHEPURA,Winter     ,Rice,1.419732478
Bihar,MADHUBANI,Autumn     ,Rice,2.396709729
Bihar,MADHUBANI,Kharif     ,Urad,18.41284404
Bihar,MADHUBANI,Rabi       ,Wheat,23.05670103
Bihar,MADHUBANI,Summer     ,Rice,2.943381669
Bihar,MADHUBANI,Whole Year ,Turmeric,34.72687803
Bihar,MADHUBANI,Winter     ,Rice,0.936947684
Bihar,MUNGER,Autumn     ,Rice,1.524416076
Bihar,MUNGER,Kharif     ,Urad,13.56862745
Bihar,MUNGER,Rabi       ,Wheat,2.541302642
Bihar,MUNGER,Summer     ,Rice,2.827181737
Bihar,MUNGER,Whole Year ,Tobacco,51.53705061
Bihar,MUNGER,Winter     ,Rice,1.703522455
Bihar,MUZAFFARPUR,Autumn     ,Rice,1.952921458
Bihar,MUZAFFARPUR,Kharif     ,Urad,12.10769231
Bihar,MUZAFFARPUR,Rabi       ,Wheat,12.03571429
Bihar,MUZAFFARPUR,Summer     ,Rice,2.829366825
Bihar,MUZAFFARPUR,Whole Year ,Turmeric,42.28173813
Bihar,MUZAFFARPUR,Winter     ,Rice,1.030354489
Bihar,NALANDA,Autumn     ,Rice,1.848025756
Bihar,NALANDA,Kharif     ,Urad,9
Bihar,NALANDA,Rabi       ,Wheat,3.789970694
Bihar,NALANDA,Summer     ,Rice,3.472066444
Bihar,NALANDA,Whole Year ,Turmeric,41.24563524
Bihar,NALANDA,Winter     ,Rice,1.507216836
Bihar,NAWADA,Autumn     ,Rice,1.499724428
Bihar,NAWADA,Kharif     ,Urad,14.25
Bihar,NAWADA,Rabi       ,Wheat,14.66666667
Bihar,NAWADA,Summer     ,Rice,3.18103636
Bihar,NAWADA,Whole Year ,Turmeric,45.38319354
Bihar,NAWADA,Winter     ,Rice,1.778074241
Bihar,PASHCHIM CHAMPARAN,Autumn     ,Rice,2.854560649
Bihar,PASHCHIM CHAMPARAN,Kharif     ,Urad,12.1
Bihar,PASHCHIM CHAMPARAN,Rabi       ,Wheat,12.03846154
Bihar,PASHCHIM CHAMPARAN,Summer     ,Rice,2.826550247
Bihar,PASHCHIM CHAMPARAN,Whole Year ,Turmeric,46.87899489
Bihar,PASHCHIM CHAMPARAN,Winter     ,Rice,1.554134633
Bihar,PATNA,Autumn     ,Rice,1.699899535
Bihar,PATNA,Kharif     ,Urad,14.54166667
Bihar,PATNA,Rabi       ,Wheat,7.660133007
Bihar,PATNA,Summer     ,Rice,3.24283083
Bihar,PATNA,Whole Year ,Sweet potato,40.59674081
Bihar,PATNA,Winter     ,Rice,1.898600847
Bihar,PURBI CHAMPARAN,Autumn     ,Rice,1.66032833
Bihar,PURBI CHAMPARAN,Kharif     ,Urad,15.775
Bihar,PURBI CHAMPARAN,Rabi       ,Wheat,12.03030303
Bihar,PURBI CHAMPARAN,Summer     ,Rice,3.05948483
Bihar,PURBI CHAMPARAN,Whole Year ,Turmeric,47.32389445
Bihar,PURBI CHAMPARAN,Winter     ,Rice,1.130791871
Bihar,PURNIA,Autumn     ,Rice,2.758177491
Bihar,PURNIA,Kharif     ,Urad,13.56696429
Bihar,PURNIA,Rabi       ,Wheat,14.6875
Bihar,PURNIA,Summer     ,Rice,2.988256939
Bihar,PURNIA,Whole Year ,Turmeric,42.6329573
Bihar,PURNIA,Winter     ,Rice,1.385042356
Bihar,ROHTAS,Autumn     ,Rice,1.653889345
Bihar,ROHTAS,Kharif     ,Urad,14.53846154
Bihar,ROHTAS,Rabi       ,Wheat,10.3500612
Bihar,ROHTAS,Summer     ,Rice,3.345269243
